1586.83,510.1,996.77
1394.58,387.84,987.81
1387.76,385.92,987.84
1380.84,384.1,987.8
1373.96,382.12,987.75
1367.08,380.08,987.77
1360.25,378.18,987.79
1353.39,376.2,987.73
1346.43,374.3,987.77
1339.45,372.21,987.65
1580.11,512.06,996.92
1332.49,370.11,987.58
1325.72,368.19,987.51
1318.97,366.29,987.32
1312.18,364.47,987.2
1305.16,362.74,987.28
1298.17,360.86,987.18
1291.22,358.95,987.09
1284.3,357.19,987.01
1277.39,355.27,986.82
1270.58,353.38,986.69
1573.15,514.01,996.8
1263.7,351.69,986.61
1256.77,349.78,986.42
1249.89,347.9,986.36
1242.97,346.14,986.19
1236.26,344.23,986.08
1229.52,342.33,986.05
1222.65,340.6,985.99
1215.8,338.67,985.91
1208.96,336.79,985.9
1200.29,335.63,986.1
1566.31,515.99,996.93
1433.28,406.42,990.08
1433.28,413.09,992.33
1433.3,420.01,994.69
1433.46,426.6,997.16
1433.67,433.36,999.13
1433.94,440.13,1001.39
1434.15,446.95,1003.46
1434.24,453.65,1005.56
1434.22,460.55,1007.2
1434.3,467.42,1008.61
1559.5,517.93,996.94
1434.51,474.41,1009.98
1434.76,481.54,1011.24
1434.78,488.48,1011.95
1434.99,495.56,1012.84
1435.02,502.8,1013.29
1435.13,509.89,1013.1
1435.26,516.95,1012.87
1435.36,524.05,1011.58
1435.31,530.86,1009.59
1435.22,537.32,1006.64
1552.7,519.77,996.83
1435.01,543.5,1002.82
1408.06,399.24,990.42
1408.22,405.97,992.4
1408.48,412.78,995.05
1408.61,419.6,997.01
1408.77,426.27,999.06
1408.8,433.11,1001.32
1408.95,439.98,1003.39
1409.07,446.85,1005.47
1409.21,453.85,1007.27
1545.92,521.53,996.74
1409.23,460.78,1008.63
1409.31,467.72,1009.89
1409.34,474.97,1011.23
1409.37,482.16,1012.36
1409.52,489.44,1013.24
1409.75,496.7,1013.83
1409.93,503.91,1014.22
1409.91,511.13,1014.27
1409.91,518.6,1014.17
1409.94,525.87,1013.31
1539.21,523.4,996.86
1409.99,532.88,1011.31
1410.08,539.7,1008.39
1409.76,547.93,1002.94
1383.04,392.6,990.5
1383.03,399.59,992.78
1383.2,406.49,995.07
1383.36,413.28,997.11
1383.57,420.18,999.37
1383.73,426.98,1001.5
1383.9,433.86,1003.59
1532.41,525.28,996.72
1384,440.85,1005.71
1384.1,447.87,1007.22
1384.22,454.8,1008.77
1384.25,461.98,1010.28
1384.31,469.16,1011.5
1384.26,476.68,1012.52
1384.29,484.05,1013.39
1384.32,491.47,1014.03
1384.43,498.76,1014.43
1384.61,506.18,1014.9
1525.61,527.24,996.84
1384.81,513.48,1014.7
1384.99,520.74,1014.53
1384.79,528.15,1014.18
1384.87,535.28,1013.02
1384.76,542.03,1009.33
1357.83,385.4,990.18
1357.92,392.32,992.79
1358.03,399.34,994.82
1640.71,495.11,994.37
1518.75,529.17,996.91
1358.16,406.34,996.84
1358.38,413.5,999.22
1358.45,420.41,1001.51
1358.6,427.58,1003.46
1358.63,434.69,1005.42
1358.71,441.68,1007.32
1358.77,448.86,1008.85
1359.03,456.13,1010.28
1359.05,463.38,1011.64
1359.18,470.54,1012.51
1511.9,530.97,996.92
1359.15,478.22,1013.27
1359.22,485.55,1013.97
1359.19,492.8,1014.3
1359.34,500.21,1014.57
1359.34,507.51,1014.59
1359.33,514.78,1014.23
1359.38,522.14,1013.76
1359.43,529.49,1013.1
1359.62,536.66,1011.94
1359.86,544.92,1009.48
1505,532.48,996.52
1360.03,552.29,1005.54
1360.1,559.29,999.93
1335.11,563.79,997.63
1334.98,558.22,1002.3
1334.89,552.17,1006.13
1334.79,545.45,1008.36
1334.68,538.34,1009.85
1334.71,531.15,1011.23
1334.62,524.11,1012.28
1334.71,516.85,1013.11
1498.29,534.32,996.67
1334.69,509.62,1013.6
1334.69,502.34,1013.97
1334.56,494.94,1014.14
1334.36,487.57,1014.01
1334.09,480.15,1013.67
1333.79,472.63,1013.11
1333.67,465.15,1012.35
1333.49,457.79,1011.3
1333.26,450.49,1010.12
1333.11,443.12,1008.71
1491.38,536.35,996.63
1332.97,435.96,1007.34
1332.78,428.77,1005.47
1332.77,421.7,1003.47
1332.83,414.68,1001.45
1332.83,407.49,999.39
1332.58,400.43,997.24
1332.48,393.07,994.77
1332.48,385.82,992.51
1332.65,378.37,990.15
1310.1,567.93,996.22
1484.25,537.83,996.4
1309.89,561.77,1000.29
1309.83,555.3,1003.51
1309.82,548.61,1005.8
1309.67,541.71,1007.8
1309.5,534.68,1009.24
1309.42,527.75,1010.39
1309.2,520.64,1011.73
1309.11,513.43,1012.62
1309.06,506.29,1013.2
1309.01,498.98,1013.44
1477.31,539.69,996.5
1308.99,491.71,1013.59
1309.01,484.53,1013.51
1308.86,477.13,1013.02
1308.69,469.97,1012.58
1308.32,462.83,1011.91
1308.05,455.55,1011.04
1307.89,448.23,1010.14
1307.84,441.22,1009
1307.64,434.01,1007.51
1307.53,426.62,1006.24
1470.47,541.39,996.5
1307.34,419.51,1004.6
1307.27,412.4,1002.32
1307.28,405.18,1000.31
1307.19,398.16,998.23
1306.95,390.99,995.83
1306.73,383.9,993.69
1306.56,377.17,991.73
1306.16,370.34,989.62
1284.32,570.47,993.97
1284.36,564.37,997.41
1463.7,543.04,996.42
1284.39,557.74,1000.22
1284.3,551.05,1002.6
1284.1,544.27,1004.5
1283.96,537.24,1006.33
1283.49,530.26,1007.8
1283.34,523.41,1009.2
1283.11,516.24,1010.4
1283.11,508.89,1011.2
1282.87,501.93,1011.73
1282.86,494.69,1011.99
1456.92,544.65,996.34
1282.78,487.56,1011.95
1282.81,480.4,1011.91
1282.67,473.27,1011.73
1282.45,466.14,1011.44
1282.17,459.07,1010.87
1282.02,451.82,1010.05
1281.89,444.66,1009.11
1281.72,437.41,1008.12
1281.65,430.15,1007.09
1281.88,423.03,1005.87
1634.07,497,995.41
1450.08,546.46,996.24
1281.9,416.11,1004.63
1281.97,408.9,1002.96
1282,401.91,1001.49
1281.97,395.1,999.14
1281.78,388.11,997.12
1281.85,381.19,994.92
1281.88,374.48,992.84
1281.87,365.94,989.95
1259.24,573,990.5
1258.67,566.64,993.56
1443.31,548.17,996.42
1258.01,559.96,996.46
1257.38,553.12,998.76
1256.91,546.24,1000.79
1256.53,539.21,1002.72
1256.17,532.09,1004.46
1256.18,525.01,1005.73
1256,517.92,1006.94
1255.73,510.83,1007.91
1255.56,503.67,1008.56
1255.56,496.48,1009.1
1436.24,549.18,995.99
1255.47,489.25,1009.34
1255.43,482.19,1009.59
1255.45,474.98,1009.64
1255.6,467.69,1009.41
1255.73,460.64,1009.09
1255.83,453.34,1008.74
1256.05,446.19,1008.26
