1256.35,438.99,1007.72
1256.43,431.67,1006.95
1256.52,424.49,1005.82
1429.51,551.14,996.21
1256.46,417.18,1004.57
1256.5,409.97,1003.22
1256.59,402.95,1001.91
1256.73,395.97,1000.31
1256.74,388.97,998.63
1256.75,382.03,996.89
1256.69,375.3,994.68
1256.8,368.45,992.47
1256.77,361.72,990.35
1422.6,552.61,996.13
1233.89,564,990.58
1233.34,557.34,993.59
1232.71,550.69,996.03
1415.7,554.01,995.99
1230.55,472.01,1005.71
1230.38,464.88,1005.21
1230.37,457.52,1005.38
1230.46,450.28,1004.84
1230.56,443.21,1004.52
1230.54,435.92,1003.99
1230.7,428.77,1002.86
1408.77,555.52,995.83
1230.46,421.43,1002.48
1231.18,400.25,999.74
1231.2,393.13,998.54
1231.11,386.08,997.35
1231.18,378.97,995.99
1231.67,364.7,992.73
1401.68,556.92,995.73
1231.76,357.79,990.7
1231.96,350.6,988.46
1394.72,558.06,995.32
1206.93,450.65,995.75
1387.88,558.89,994.46
1206.08,385.43,993.73
1205.78,378.03,992.96
1205.91,370.74,992.24
1206.26,363.4,991.6
1206.38,356.07,990.67
1206.5,348.9,989.57
1460.38,538.37,1001.96
1460.52,532.32,1006.03
1460.59,525.69,1008.82
1460.63,518.77,1010.65
1627.45,498.86,996.51
1460.49,511.49,1011.45
1460.47,504.28,1011.78
1460.15,497.15,1011.63
1460.01,490.11,1011.04
1459.79,483.03,1010.13
1459.61,475.97,1008.9
1459.43,468.93,1007.33
1459.24,461.83,1005.98
1458.99,454.88,1004.05
1458.79,447.89,1001.81
1458.66,441.03,999.36
1458.55,434,997.38
1458.36,427.21,994.4
1458.38,418.46,991.97
1485.94,531.91,1002.17
1486.01,525.52,1005.74
1486.06,518.71,1008.2
1486.04,511.51,1009.59
1486.1,504.08,1010.15
1486.05,496.92,1009.99
1485.79,489.69,1009.29
1485.61,482.24,1008.25
1485.31,475.24,1006.39
1485.17,468.18,1005.24
1485,461.13,1003.55
1484.81,454.31,1001.33
1484.51,447.54,999.05
1484.17,440.68,996.79
1483.81,433.8,994.39
1483.61,426.24,992.03
1512.29,524.63,1002.15
1512.44,518.21,1005.5
1512.4,511.27,1007.38
1512.27,503.99,1008.38
1512.09,496.71,1008.39
1512.1,489.58,1007.6
1511.85,482.42,1006.01
1511.69,475.41,1004.12
1511.41,468.12,1003.06
1511.05,461.09,1000.83
1510.77,454.16,998.52
1510.41,447.35,996.05
1510.14,440.54,994.11
1537.64,511.03,1004.6
1537.74,503.99,1006.35
1537.7,496.78,1006.65
1537.72,489.77,1005.5
1537.43,482.91,1002.95
1537.37,475.75,1002.31
1537.29,468.86,1000.47
1536.95,461.93,998.45
1536.67,455.11,995.94
1536.16,446.23,993.35
1563.48,509.98,1001.32
1563.37,489.15,1002.32
1562.58,468.17,997.61
1588.66,502.42,1000.75
1588.83,495.39,1001.57
1588.4,488.77,998.73
1588.31,481.59,998.95
1588.12,474.79,996.88
1587.84,467.89,995.04
1621.58,489.21,996.38
1613.14,489.15,996.92
1603.94,489.15,997.35
1596.11,488.86,997.96
1580.27,488.91,999.93
1571.78,489.02,1001.13
1555.61,489.25,1003.45
1546.63,489.39,1004.5
1528.81,489.87,1006.33
1520.4,489.71,1006.97
1503.53,489.56,1008.23
1494.51,489.69,1008.76
1477.31,489.72,1009.89
1468.89,490.06,1010.34
1452.08,490.42,1011.37
1443.04,490.44,1011.84
1426.83,490.92,1012.63
1418.42,491.17,1013.06
1401.74,491.95,1013.6
1392.73,491.69,1013.81
1376.21,491.49,1014.12
1367.85,491.6,1014.22
1351.14,492.84,1014.11
1342.63,493.19,1014.11
1326.64,494.09,1013.92
1318,494.18,1013.79
1300.88,493.77,1013.34
1292.34,493.53,1012.88
1273.77,493.81,1011.23
1265.36,493.73,1010.45
1247.53,494.98,1008.32
1620.7,500.68,996.47
1285.45,576.62,988.77
1614.08,502.74,996.83
1638.03,483.65,994.38
1631.87,480.69,994.57
1625.57,477.58,994.46
1619.14,474.67,994.17
1612.74,471.61,993.82
1606.31,468.58,993.45
1599.87,465.7,993.14
1607.2,504.54,996.85
1593.51,462.6,992.77
1587.17,459.61,992.48
1580.55,456.55,992.13
1574.07,453.42,991.79
1567.52,450.18,991.37
1561.08,447.13,990.98
1555.13,510.29,1002.51
1546.24,510.52,1003.72
1529.14,511.14,1005.54
1520.66,511.35,1006.39
1503.53,511.31,1008.11
1495.04,511.38,1008.85
1477.65,511.54,1010.1
1469.02,511.42,1010.86
1452.24,511.22,1012.03
1443.56,510.19,1012.6
1554.84,444.16,990.6
1426.51,510.18,1013.5
1418.22,510.49,1013.91
1401.45,511.88,1014.51
1393.22,512.7,1014.62
1376.31,513.89,1014.69
1367.74,514.45,1014.47
1351.01,515.58,1013.85
1343.05,516.09,1013.37
1317.53,519.55,1012.23
1548.47,441.32,990.37
1300.49,521.55,1010.98
1291.89,522.81,1010.05
1274.37,523.66,1008.47
1265.36,524.76,1007.32
1238.84,493.81,1007.44
1541.8,438.89,990.23
1247.63,453.1,1008
1239.69,453.1,1007.02
1222.51,450.45,1002.99
1214.4,450.61,1000.05
1535.15,436.4,990.13
1222.55,386.06,996.74
1214.34,385.57,995.57
1223.41,364.5,992.87
1214.8,363.95,992.42
1600.33,506.34,996.79
1528.45,433.97,989.97
1475,426.12,993.2
1466.69,426.47,994.04
1450.13,427.02,995.26
1441.83,426.83,996.3
1425.03,426.62,997.61
1416.87,426.51,998.44
1425.19,406.07,991.03
1416.74,405.96,991.87
1400.29,426.35,999.87
1392.08,426.53,1000.69
1521.74,431.67,989.94
1399.65,405.89,993.18
1391.53,406.04,994.27
1375.24,427.02,1002.15
1366.95,427.33,1002.84
1375.02,406.58,995.68
1366.81,406.41,996.35
1349.88,427.93,1004.12
1341.47,428.21,1004.79
1349.32,406.65,997.82
1340.93,407.19,998.72
1515.11,429.17,989.72
1349.58,385.52,991.08
1340.94,385.74,992.06
1324.53,428.88,1006.1
1316.49,429.07,1006.41
1324.54,407.43,999.93
1316.57,407.42,1000.37
1324.43,385.84,993.06
1316.48,385.66,993.68
1299.49,426.88,1006.27
1291.26,427,1006.27
1508.49,426.63,989.58
1299.44,405.11,1000.67
1291.65,405.1,1001.62
1298.82,383.79,994.49
1290.79,383.68,995.07
1273.37,430.56,1007.18
1264.8,431.09,1007.04
1273.55,409.18,1003.12
1265.07,409.52,1003.24
1273.48,388.51,997.69
1265.04,388.55,998.6
1501.74,424.27,989.48
1248.24,432.15,1006.45
1239.51,433.49,1005.52
1248.14,410.21,1002.95
1239.88,410.61,1002.41
1248.36,388.9,998.58
1240.22,388.72,998.48
1248.45,360.59,990.49
1240.28,359.2,990.59
1495.06,421.71,989.26
1478.03,531.83,1003.59
1469.38,531.94,1004.88
1452.07,532.08,1007.19
1443.91,531.29,1008.4
1426.47,531.34,1010.14
1418.26,532.43,1010.76
1401.17,533.75,1011.91
1393.05,534.73,1012.31
1376.27,535.71,1012.82
1368.02,536.34,1012.33
1488.4,419.15,989.16
1351.24,537.5,1011.22
1343.06,538.03,1010.56
1326.36,539.15,1009.43
1318.08,540.74,1008.62
1301.1,542.58,1006.83
1292.59,543.56,1005.6
1274.95,544.63,1003.42
1265.93,545.34,1002.11
1248.74,547.05,999.26
1240.9,548.32,996.42
1481.78,416.69,989.01
1224.86,550.79,992.03
1343.16,557.35,1002.65
1326.18,559.21,1001.89
1318.25,560.54,1001.01
1301.11,562.87,999.36
1292.79,563.98,998.38
1275.81,564.58,996.38
1267.25,565.13,995.1
1249.41,563.87,994.08
1475.23,414.11,988.85
1241.61,563.83,992.38
1468.74,411.51,988.63
1593.61,508.24,996.78
1462.14,409.1,988.51
1455.42,406.32,988.27
1448.78,403.68,987.96
1442.15,401.35,987.75
1435.58,399.13,987.57
1428.89,397.13,987.64
1527.7,446.59,994.26
1518.94,447.04,994.98
1501.72,447.3,997.44
1493.2,447.47,998.29
1475.9,447.44,999.82
1467.39,447.53,1000.82
1450.6,447.58,1002.36
1442.27,447.16,1002.96
1425.91,446.84,1004.19
1417.72,446.87,1004.35
1421.98,395.33,987.62
1400.67,446.93,1006.03
1392.36,447.35,1006.72
1375.68,448.12,1007.79
1367.39,448.44,1008.3
1350.38,449.27,1009.21
1341.73,449.83,1009.77
1325.23,450.79,1010.25
1317.29,451.14,1010.37
1299.87,448.32,1009.94
1291.9,448.47,1009.87
1415.11,393.32,987.71
1273.22,452.17,1009.69
1264.91,452.69,1009.25
1317.86,473.23,1012.81
1325.74,472.89,1012.91
1408.23,391.45,987.78
1341.96,471.79,1013.07
1350.66,471,1012.71
1367.54,470,1012.13
1376.16,469.27,1011.75
1392.64,468.77,1011.06
1400.95,468.06,1010.37
1417.78,467.49,1009.56
1426.32,467.41,1009.08
1443.43,468.97,1008.35
1451.1,468.87,1007.96
1401.32,389.73,987.89
1467.95,468.46,1006.57
1476.72,468.25,1005.94
1493.82,467.97,1004.56
1502.39,467.99,1003.86
1519.89,468.5,1002.16
1528.58,468.73,1001.36
1545.61,468.62,999.55
1554.21,468.33,998.55
1571.51,468.1,996.58
1579.75,468.06,995.78
